"ID","SFDALicense","SMN","First Approve Date","Approved Date","ExpiredDate","ProductType","BU","Class","Product line","ProductCNname","Product EN name","CurrentState","Chinese name of Certificate Holder","English name of Certificate Holder","Certificate Holder","Holder's Address","Holder's Address (City)","产品类别(设备/耗材)","器械类别(器械/体外诊断)","主要组成成分","预期用途","代理人名称","代理人住所","器械目录分类","器械目录分类: 编码","IVD注册申请表分类","生产标识是否包含批号","生产标识是否包含序列号","体外诊断试剂产品分类(类别)","体外诊断试剂产品分类（名称）","生产标识是否包含生产日期","生产标识是否包含失效日期","备注(注册证备注信息)","ChangeHistory","ALLSMN","ALLSMN:Effective Date","ALLSMN:ApprovedDate","ALLSMN: Reviewer","Abbreviation","Reviewer","RA Owner","Created","Modified","Storage Condition","编辑次数","PM No.","PM No.: Product Abbreviation","ExpRenewIn2Years","Modified By","CER_Link Material List","Title","Title","TriggerApproval"
"8313","国械备20161944号","10387351;","2010-06-17","2018-12-03","2999-12-31","Reagent","CAI","1","[""Immulite 1000""]","样本稀释液IMMULITE IL-2R Sample Diluent","IMMULITE IL-2R Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","不含白介素-2受体的蛋白质缓冲液，含有防腐剂。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2017_Filing_I_国械备20161944号","10387351","2018-12-03","2018-12-03","Gao Fen","LIPZ","[]",,"2022-02-10 14:15","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20161944号","CAI","CAI","False"
"8314","国械备20161943号","10387041;","2010-07-01","2018-12-03","2999-12-31","Reagent","CAI","1","[""Immulite 1000""]","样本稀释液IMMULITE SHBG Sample Diluent","IMMULITE SHBG Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","不含性激素结合蛋白的非人蛋白/缓冲液基质, 含防腐剂。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2017_Filing_I_国械备20161943号","10387041","2018-12-03","2018-12-03","Gao Fen","LSHZ","[]",,"2022-02-10 14:15","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20161943号","CAI","CAI","False"
"8315","国械备20161895号","10387034;","2010-07-01","2018-11-30","2999-12-31","Reagent","CAI","1","[""Immulite 1000""]","样本稀释液IMMULITE Insulin Sample Diluent","IMMULITE Insulin Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","为随时可用的不含胰岛素的非人血清基质，含有防腐剂。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2017_Filing_I_国械备20161895号","10387034","2018-11-30","2018-11-30","Gao Fen","LINZ","[]",,"2022-02-10 14:15","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20161895号","CAI","CAI","False"
"8316","国械备20161885号","10387031;","2010-07-06","2018-11-30","2999-12-31","Reagent","CAI","1","[""Immulite 1000""]","样本稀释液IMMULITE Albumin Sample Diluent","IMMULITE Albumin Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","不含人白蛋白的蛋白基质，含防腐剂。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2017_Filing_I_国械备20161885号","10387031","2018-11-30","2018-11-30","Gao Fen","LHAZ","[]",,"2022-02-10 14:15","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20161885号","CAI","CAI","False"
"8317","国械备20161870号","10386978;10386977;","2010-07-12","2018-12-03","2999-12-31","Reagent","CAI","1","[""Immulite 1000""]","样本稀释液IMMULITE HCG Sample Diluent","IMMULITE HCG Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","样本稀释液（LCGZ，LCGZ4）为即用型、经处理的不含人绒毛膜促性腺激素的人血清。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2017_Filing_I_国械备20161870号","10386978,10386977","2018-12-03; 2018-12-03","2018-12-03; 2018-12-03","Gao Fen; Gao Fen","LCGZ","[]",,"2022-02-10 14:15","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20161870号","CAI","CAI","False"
"8318","国械备20161869号","10386981;","2010-07-01","2018-12-03","2999-12-31","Reagent","CAI","1","[""Immulite 1000""]","样本稀释液IMMULITE Cortisol Sample Diluent","IMMULITE Cortisol Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","为经处理的不含皮质醇的人血清，含防腐剂。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2017_Filing_I_国械备20161869号","10386981","2018-12-03","2018-12-03","Gao Fen","LCOZ","[]",,"2022-02-10 14:15","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20161869号","CAI","CAI","False"
"8319","国械备20161741号","10387063;","2010-07-06","2018-11-30","2999-12-31","Reagent","CAI","1","[""Immulite 2000""]","样本稀释液IMMULITE 2000 Estradiol Sample Diluent","IMMULITE 2000 Estradiol Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","为浓缩（随时可用）的经过处理的人血清（含防腐剂）。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2017_Filing_I_国械备20161741号","10387063","2018-11-30","2018-11-30","Gao Fen","L2E2Z","[]",,"2022-02-10 14:15","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20161741号","CAI","CAI","False"
"8320","国械备20161736号","10387069;","2010-07-06","2018-11-30","2999-12-31","Reagent","CAI","1","[""Immulite 2000""]","样本稀释液IMMULITE 2000 Prolactin Sample Diluent","IMMULITE 2000 Prolactin Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","为浓缩的（随时可用）经处理的不含泌乳素的血清/缓冲液基质。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2017_Filing_I_国械备20161736号","10387069","2018-11-30","2018-11-30","Gao Fen","L2PRZ","[]",,"2022-02-10 14:15","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20161736号","CAI","CAI","False"
"8321","国械备20161685号","10387015;","2010-06-17","2018-12-04","2999-12-31","Reagent","CAI","1","[""Immulite 1000""]","样本稀释液IMMULITE AFP Sample Diluent","IMMULITE AFP Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","不含甲胎蛋白的牛血清基质，含防腐剂。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2017_Filing_I_国械备20161685号","10387015","2018-12-04","2018-12-04","Gao Fen","LAPZ","[]",,"2022-02-10 14:15","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20161685号","CAI","CAI","False"
"8322","国械备20161684号","10283037;","2010-06-17","2018-12-06","2999-12-31","Reagent","CAI","1","[""Immulite 1000""]","样本稀释液IMMULITE Intact PTH Sample Diluent","IMMULITE Intact PTH Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","为不含甲状旁腺激素的缓冲液基质，含防腐剂。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2017_Filing_I_国械备20161684号","10283037","2018-12-06","2018-12-06","Gao Fen","LPHZ","[]",,"2022-02-10 14:15","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20161684号","CAI","CAI","False"
"8323","国械备20161420号","10736380;","2016-09-13","2018-12-07","2999-12-31","Instrument","POC","1","[""POC:EPOC""]","一次性使用微量采血吸管 epoc Care-Fill Capillary Tubes","epoc Care-Fill Capillary Tubes","Publish","加拿大艾博科有限公司","Epocal Inc.","Epocal Inc","2060 Walkley Road, Ottawa, Ontario, K1G 3P5 Canada","Ottawa, Canada","设备","器械","由一次性使用微量采血吸管和橡胶吸头组成。产品以非无菌形式提供。","用于采集末梢血，适用于临床化验取血使用。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","22-11-05 末梢采血管","22-11-05"," ","是","否",,,"否","是"," ","#N/A","10736380","2018-12-07","2018-12-07","Wu Xing","Cap tubes  l类","[]",,"2022-02-10 14:15","2024-08-23 13:41","2 ～ 30℃","1",,,"No","ZHOU, HUI","国械备20161420号","POC","POC","False"
"8324","国械备20161418号","10387054;","2010-07-06","2018-12-04","2999-12-31","Reagent","CAI","1","[""Immulite 2000""]","样本稀释液IMMULITE 2000 Vitamin B12/Folic Acid Sample Diluent","IMMULITE 2000 Vitamin B12/Folic Acid Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","为浓缩的（随时可用）不含维生素B12/叶酸的人蛋白基质，含防腐剂","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2016_Filing_I_国械备20161418号","10387054","2018-12-04","2018-12-04","Gao Fen","L2FVZ","[]",,"2022-02-10 14:15","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20161418号","CAI","CAI","False"
"8325","国械备20161309号","10387061;","2010-07-06","2018-12-04","2999-12-31","Reagent","CAI","1","[""Immulite 2000""]","样本稀释液IMMULITE 2000 3rd Generation TSH Sample Diluent","IMMULITE 2000 3rd Generation TSH Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","为浓缩的（随时可用）不含促甲状腺激素的血清/缓冲液基质。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2016_Filing_I_国械备20161309号","10387061","2018-12-04","2018-12-04","Gao Fen","L2TSZ","[]",,"2022-02-10 14:15","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20161309号","CAI","CAI","False"
"8326","国械备20161304号","10314755;","2016-08-23","2021-04-26","2999-12-31","Reagent","HHS","1","[""Hematology""]","瑞氏-吉姆萨染色液Hematek Stain Pak - Wright-Giemsa Stain","Hematek Stain Pak - Wright-Giemsa Stain","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","染色液：甲醇，98%、多色亚甲基蓝-伊红染色液；缓冲液：磷酸缓冲液、表面活性剂、防腐剂；冲洗液：甲醇,8%、磷酸缓冲液、表面活性剂、防腐剂。","主要用于对血细胞进行染色。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-719 瑞氏-吉姆萨染色液","否","是"," ","2016_Filing_I_国械备20161304号
2021_Filing Change_I_国械备20161304号","10314755","2021-04-26","2021-04-26","Ma Na","01178588 瑞氏-吉姆萨染色液","[]",,"2022-02-10 14:15","2024-08-23 13:41","15℃～ 30℃","1",,,"No","ZHOU, HUI","国械备20161304号","HHS","HHS","False"
"8327","国械备20161257号","10310965;","2016-08-11","2018-12-17","2999-12-31","Reagent","HHS","1","[""Hematology""]","瑞氏染色液Hematek Stain Pak - Modified Wright’s Stain","Hematek Stain Pak - Modified Wright’s Stain","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","染色液：甲醇，＞99%；多色亚甲基蓝-伊红染色液，0.3%；缓冲液：无水磷酸二氢钾，磷酸缓冲液，表面活性剂；冲洗液：甲醇，表面活性剂。","主要用于对血细胞进行染色。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-721 瑞氏染色液","否","是"," ","2016_Filing_I_国械备20161257号","10310965","2018-12-17","2018-12-17","Liu Mo","6589653 瑞氏染色液","[]",,"2022-02-10 14:15","2024-08-23 13:41","15℃～ 30℃","1",,,"No","ZHOU, HUI","国械备20161257号","HHS","HHS","False"
"8328","国械备20161207号","11266636;","2012-06-12","2020-01-16","2999-12-31","Instrument","CAI","1","[""Automation""]","全自动样品处理系统","Aptio Automation","Publish","验必科集团瑞士总部","Inpeco S.A.","Inpeco S.A.","VIA TORRACCIA 26 CH-6883 NOVAZZANO","NOVAZZANO","设备","器械","产品描述或组成成分：该产品主要由进/出样模块、架式进样模块、离心模块、加/去盖模块、封膜模块、冷藏模块、轨道传送模块、批量进样模块、分杯模块、去膜模块、子管回盖模块、架式出样模块、试管检查模块、无线射频RFID、样本运输载体、主控制系统和路径控制系统、连接件等组成。","用于检测前/后样本的传输、离心、分杯、冷藏等，不包含临床检验分析仪器分析前试剂或样本精密加注功能。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","22-15-05 样本处理系统","22-15-05"," ","否","是",,,"是","否"," ","2016_Filing_I_国械备20161207号","11266636","2020-01-16","2020-01-16","Han Hui","Aptio","[]",,"2022-02-10 14:15","2024-08-23 13:41",,"1",,,"No","ZHOU, HUI","国械备20161207号","CAI","CAI","False"
"8329","国械备20161151号","10321715;10311849;","2004-02-18","2018-12-07","2999-12-31","Reagent","CAI","1","[""ADVIA Chem""]","缓冲液ISE Buffer","ISE Buffer","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","甲醛、三羟乙基胺 、钠、钾、氯、缓冲液和防腐剂。","仅用于提供/维持反应环境。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-765 缓冲液","否","是"," ","2016_Filing_I_国械备20161151号","10321715,10311849","2018-12-07; 2018-12-07","2018-12-07; 2018-12-07","Chen Qianqian; Chen Qianqian","ISE Buffer","[]",,"2022-02-10 14:15","2024-08-23 13:41","5 ～ 25℃","1",,,"No","ZHOU, HUI","国械备20161151号","CAI","CAI","False"
"8330","国械备20160892号","10387017;10387016;","2010-06-17","2018-12-03","2999-12-31","Reagent","CAI","1","[""Immulite 1000""]","样本稀释液Immulite Beta-2 Microglobulin Sample Diluent","IMMULITE Beta-2 Microglobulin Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","样本稀释液（LBMZ）为不含β-2微球蛋白的人工合成基质。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2016_Filing_I_国械备20160892号","10387017,10387016","2018-12-03; 2018-12-03","2018-12-03; 2018-12-03","Gao Fen; Gao Fen","LBMZ","[]",,"2022-02-10 14:15","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160892号","CAI","CAI","False"
"8331","国械备20160753号","10387608;","2013-08-12","2022-08-11","2999-12-31","Reagent","CAI","1","[""Immulite 1000""]","样本稀释液IMMULITE 1000 IgG/IgM (ID1) Sample Diluent","IMMULITE 1000 IgG/IgM (ID1) Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","样本稀释液（L1KIGW）内为浓缩的（2.5X）非人蛋白/缓冲液基质。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2016_Filing_I_国械备20160753号","10387608","2022-08-11","2022-08-11","Gao Fen","L1KIGW","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160753号","CAI","CAI","False"
"8332","国械备20160680号","10319550;10310032;","2013-10-09","2018-12-03","2999-12-31","Reagent","CAI","1","[""Centaur""]","清洗液Wash 1","Wash 1","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","磷酸盐缓冲盐水，含叠氮钠(< 0.1%)和表面活性剂","用于检测过程中反应体系的清洗，以便于对待测物质进行体外检测，不包含单独用于仪器清洗的清洗液。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-758 清洗液","否","是"," ","2016_Filing_I_国械备20160680号","10319550,10310032","2018-12-03; 2018-12-03","2018-12-03; 2018-12-03","Zhang Tingting; Zhang Tingting","Wash 1","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 25℃","1",,,"No","ZHOU, HUI","国械备20160680号","CAI","CAI","False"
"8333","国械备20160545号","10310026;","2013-03-01","2018-12-03","2999-12-31","Reagent","CAI","1","[""Centaur""]","全自动免疫检验系统用底物液Acid and Base","Acid and Base","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","酸试剂：过氧化氢，硝酸；碱试剂：氢氧化钠， 表面活性剂。","与其他多种试剂（如一抗、二抗、标准品、终止液等）配合使用，完成基于免疫原理的体外诊断检测，仅用于确定的检测系统。（“确定的检测系统”是指与本企业的试剂配合使用的。）","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-761 全自动免疫检验系统用底物液","否","是"," ","2016_Filing_I_国械备20160542号
2016_Filing_I_国械备20160545号","10310026","2018-12-03","2018-12-03","Xiao Lu","Acid base reagent","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 25℃","1",,,"No","ZHOU, HUI","国械备20160545号","CAI","CAI","False"
"8334","国械备20160542号","10313526;","2013-03-01","2018-11-30","2999-12-31","Reagent","CAI","1","[""Centaur""]","全自动免疫检验系统用底物液Acid and Base","Acid and Base","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","酸试剂：过氧化氢，硝酸；碱试剂：氢氧化钠，表面活性剂。","与其他多种试剂（如一抗、二抗、标准品、终止液等）配合使用，完成基于免疫原理的体外诊断检测，仅用于确定的检测系统。（“确定的检测系统”是指与本企业的试剂配合使用的。）","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-761 全自动免疫检验系统用底物液","否","是"," ","0","10313526","2018-11-30","2018-11-30","Xiao Lu","Acid base reagent","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 25℃","1",,,"No","ZHOU, HUI","国械备20160542号","CAI","CAI","False"
"8335","国械备20160497号","10446457;","2009-08-17","2020-03-27","2999-12-31","Reagent","HHS","1","[""PP""]","样本稀释液N Diluent","N Diluent","Publish","德国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products GmbH","SHDPG","Emil-von-Behring-Str. 76, 35041 Marburg, Germany","Marburg","耗材","体外诊断试剂","磷酸盐缓冲液。防腐剂：叠氮化钠（<1 g/L）。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2016_Filing_I_国械备20160497号","10446457","2020-03-27","2020-03-27","Song Yuan Yuan","OUMT-N Diluent_class I","[]",,"2022-02-10 14:16","2024-08-23 13:41","15 ～ 25℃","1",,,"No","ZHOU, HUI","国械备20160497号","HHS","HHS","False"
"8336","国械备20160464号","10446458;","2010-01-07","2020-03-27","2999-12-31","Reagent","HHS","1","[""PP""]","样本密度分离液N Supplementary Reagent/Precipitation","N Supplementary Reagent/Precipitation","Publish","德国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products GmbH","SHDPG","Emil-von-Behring-Str. 76, 35041 Marburg, Germany","Marburg","耗材","体外诊断试剂","样本密度分离液为含有氯化钠（8.5 g/L）和聚乙二醇单十二醚（50 g/L）的磷酸盐缓冲溶液（0.05 mol/L）。防腐剂：叠氮钠 < 1g/L。","通过密度分离作用，用于样本中不同成分的分离，以便于对样本的进一步分析。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-760 样本密度分离液","否","是"," ","2016_Filing_I_国械备20160464号","10446458","2020-03-27","2020-03-27","Song Yuan Yuan","OUMU- N Supplementary ReagentPrecipitation class I","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160464号","HHS","HHS","False"
"8337","国械备20160463号","10446128;","2009-12-17","2020-03-27","2999-12-31","Reagent","HHS","1","[""PP""]","样本释放剂N Supplementary Reagent L","N Supplementary Reagent L","Publish","德国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products GmbH","SHDPG","Emil-von-Behring-Str. 76, 35041 Marburg, Germany","Marburg","耗材","体外诊断试剂","试剂A由包含了鼠免疫球蛋白的缓冲液构成。试剂B由含有去垢剂的缓冲盐溶液构成。两种试剂中的防腐剂：叠氮钠<1 g/L 。","用于待测样本的预处理，使样本中的待测物从与其他物质结合的状态中释放出来。以便于使用体外诊断试剂或仪器对待测物进行检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-757 样本释放剂","否","是"," ","2016_Filing_I_国械备20160463号","10446128","2020-03-27","2020-03-27","Song Yuan Yuan","OQTD-N Supplementary Reagent L_class I","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160463号","HHS","HHS","False"
